"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"29/03/2016",8.808,8.843,8.906,8.751,"235,00M","0,21%"
"30/03/2016",8.870,8.874,8.960,8.856,"223,84M","0,70%"
"31/03/2016",8.723,8.825,8.827,8.698,"318,40M","-1,66%"
"01/04/2016",8.602,8.624,8.677,8.531,"325,37M","-1,38%"
"04/04/2016",8.597,8.589,8.712,8.552,"212,42M","-0,06%"
"05/04/2016",8.387,8.483,8.491,8.377,"272,83M","-2,44%"
"06/04/2016",8.398,8.398,8.468,8.340,"287,75M","0,13%"
"07/04/2016",8.292,8.418,8.431,8.256,"311,34M","-1,26%"
"08/04/2016",8.427,8.309,8.462,8.309,"297,77M","1,62%"
"11/04/2016",8.497,8.413,8.563,8.344,"270,18M","0,83%"
"12/04/2016",8.546,8.519,8.587,8.425,"326,59M","0,57%"
"13/04/2016",8.820,8.660,8.820,8.596,"415,15M","3,21%"
"14/04/2016",8.861,8.854,8.870,8.743,"343,39M","0,46%"
"15/04/2016",8.850,8.855,8.886,8.809,"275,85M","-0,12%"
"18/04/2016",8.881,8.703,8.891,8.674,"243,88M","0,35%"
"19/04/2016",8.971,8.914,9.004,8.890,"293,01M","1,01%"
"20/04/2016",9.147,8.948,9.161,8.940,"305,43M","1,96%"
"21/04/2016",9.197,9.178,9.218,9.120,"324,42M","0,55%"
"22/04/2016",9.232,9.183,9.244,9.161,"299,60M","0,39%"
"25/04/2016",9.140,9.225,9.257,9.123,"232,57M","-1,01%"
"26/04/2016",9.283,9.171,9.299,9.162,"295,44M","1,56%"
"27/04/2016",9.332,9.306,9.360,9.277,"306,65M","0,53%"
"28/04/2016",9.269,9.227,9.269,9.085,"353,27M","-0,68%"
"29/04/2016",9.025,9.161,9.195,9.025,"333,51M","-2,62%"
"02/05/2016",9.022,9.066,9.092,8.980,"144,92M","-0,04%"
"03/05/2016",8.764,9.009,9.015,8.753,"297,61M","-2,85%"
"04/05/2016",8.654,8.767,8.802,8.648,"279,48M","-1,26%"
"05/05/2016",8.689,8.698,8.792,8.660,"237,81M","0,41%"
"06/05/2016",8.702,8.659,8.768,8.563,"266,58M","0,15%"
"09/05/2016",8.660,8.776,8.839,8.643,"249,80M","-0,47%"
"10/05/2016",8.775,8.749,8.831,8.711,"225,70M","1,32%"
"11/05/2016",8.663,8.773,8.793,8.614,"217,30M","-1,27%"
"12/05/2016",8.663,8.629,8.787,8.582,"247,42M","-0,01%"
"13/05/2016",8.721,8.622,8.752,8.596,"211,09M","0,67%"
"16/05/2016",8.682,8.626,8.701,8.579,"120,69M","-0,45%"
"17/05/2016",8.698,8.743,8.829,8.645,"221,83M","0,19%"
"18/05/2016",8.775,8.647,8.797,8.632,"201,50M","0,88%"
"19/05/2016",8.674,8.745,8.785,8.669,"245,15M","-1,14%"
"20/05/2016",8.771,8.737,8.793,8.713,"172,28M","1,11%"
"23/05/2016",8.714,8.776,8.809,8.677,"181,05M","-0,65%"
"24/05/2016",8.918,8.687,8.938,8.670,"208,85M","2,34%"
"25/05/2016",9.125,8.988,9.149,8.982,"307,94M","2,32%"
"26/05/2016",9.079,9.074,9.101,9.020,"383,45M","-0,50%"
"27/05/2016",9.107,9.045,9.126,9.026,"262,45M","0,31%"
"30/05/2016",9.116,9.110,9.134,9.066,"119,75M","0,11%"
"31/05/2016",9.034,9.130,9.155,9.013,"309,22M","-0,91%"
"01/06/2016",8.916,9.028,9.033,8.880,"264,05M","-1,30%"
"02/06/2016",8.957,8.918,9.056,8.907,"316,09M","0,46%"
"03/06/2016",8.801,9.004,9.038,8.756,"272,78M","-1,74%"
"06/06/2016",8.823,8.810,8.870,8.785,"180,47M","0,25%"
"07/06/2016",8.894,8.873,8.945,8.865,"208,14M","0,80%"
"08/06/2016",8.831,8.857,8.866,8.798,"252,01M","-0,71%"
"09/06/2016",8.769,8.806,8.832,8.751,"316,75M","-0,70%"
"10/06/2016",8.490,8.732,8.732,8.486,"388,96M","-3,18%"
"13/06/2016",8.303,8.388,8.424,8.291,"290,43M","-2,20%"
"14/06/2016",8.126,8.238,8.270,8.124,"342,43M","-2,13%"
"15/06/2016",8.250,8.216,8.315,8.193,"322,39M","1,53%"
"16/06/2016",8.199,8.150,8.220,8.107,"331,33M","-0,62%"
"17/06/2016",8.362,8.290,8.425,8.278,"472,79M","1,98%"
"20/06/2016",8.647,8.592,8.652,8.578,"281,90M","3,41%"
"21/06/2016",8.667,8.636,8.697,8.607,"272,66M","0,23%"
"22/06/2016",8.702,8.711,8.774,8.605,"247,58M","0,40%"
"23/06/2016",8.885,8.758,8.912,8.684,"319,11M","2,11%"
"24/06/2016",7.787,8.263,8.328,7.743,"1,08B,-"1"2,35%"
"27/06/2016",7.645,8.001,8.053,7.579,"768,02M","-1,83%"
"28/06/2016",7.835,7.836,7.916,7.793,"467,34M","2,48%"
"29/06/2016",8.105,7.947,8.105,7.935,"407,52M","3,45%"
"30/06/2016",8.163,8.081,8.186,7.993,"456,69M","0,72%"
"01/07/2016",8.268,8.240,8.304,8.134,"304,25M","1,29%"
"04/07/2016",8.255,8.302,8.328,8.229,"216,88M","-0,16%"
"05/07/2016",8.067,8.176,8.196,8.050,"321,76M","-2,28%"
"06/07/2016",7.926,8.005,8.040,7.857,"376,84M","-1,75%"
"07/07/2016",8.008,7.996,8.064,7.966,"269,74M","1,03%"
"08/07/2016",8.185,7.985,8.242,7.961,"327,41M","2,22%"
"11/07/2016",8.305,8.265,8.319,8.168,"245,09M","1,46%"
"12/07/2016",8.506,8.313,8.528,8.292,"376,50M","2,42%"
"13/07/2016",8.473,8.471,8.580,8.426,"384,22M","-0,38%"
"14/07/2016",8.552,8.563,8.593,8.454,"271,81M","0,93%"
"15/07/2016",8.531,8.527,8.582,8.446,"264,73M","-0,25%"
"18/07/2016",8.524,8.552,8.609,8.446,"208,11M","-0,08%"
"19/07/2016",8.485,8.490,8.559,8.439,"221,86M","-0,46%"
"20/07/2016",8.575,8.556,8.576,8.470,"228,57M","1,06%"
"21/07/2016",8.583,8.589,8.620,8.501,"274,30M","0,09%"
"22/07/2016",8.599,8.566,8.618,8.516,"299,86M","0,19%"
"25/07/2016",8.575,8.605,8.647,8.537,"187,64M","-0,28%"
"26/07/2016",8.560,8.574,8.587,8.485,"214,21M","-0,18%"
"27/07/2016",8.661,8.593,8.720,8.581,"240,19M","1,18%"
"28/07/2016",8.479,8.630,8.659,8.479,"256,59M","-2,10%"
"29/07/2016",8.587,8.525,8.619,8.505,"293,41M","1,27%"
"01/08/2016",8.513,8.667,8.679,8.496,"258,30M","-0,86%"
"02/08/2016",8.277,8.495,8.498,8.256,"342,28M","-2,77%"
"03/08/2016",8.263,8.319,8.329,8.229,"244,86M","-0,17%"
"04/08/2016",8.385,8.324,8.424,8.318,"214,14M","1,48%"
"05/08/2016",8.539,8.422,8.552,8.422,"179,77M","1,84%"
"08/08/2016",8.562,8.573,8.632,8.548,"171,20M","0,27%"
"09/08/2016",8.665,8.541,8.673,8.531,"166,83M","1,20%"
"10/08/2016",8.658,8.610,8.688,8.598,"187,37M","-0,08%"
"11/08/2016",8.719,8.699,8.719,8.626,"142,88M","0,70%"
"12/08/2016",8.716,8.704,8.747,8.698,"123,77M","-0,04%"
"15/08/2016",8.720,8.711,8.753,8.694,"81,08M,"0,05%"
""16/08/2016",8.621,8.689,8.714,8.621,"153,28M","-1,13%"
"17/08/2016",8.487,8.646,8.652,8.485,"154,96M","-1,56%"
"18/08/2016",8.550,8.549,8.555,8.481,"166,80M","0,74%"
"19/08/2016",8.450,8.556,8.556,8.393,"162,78M","-1,16%"
"22/08/2016",8.468,8.431,8.522,8.407,"135,10M","0,21%"
"23/08/2016",8.580,8.512,8.602,8.506,"163,44M","1,33%"
"24/08/2016",8.655,8.532,8.665,8.509,"196,14M","0,87%"
"25/08/2016",8.599,8.612,8.628,8.555,"132,16M","-0,65%"
"26/08/2016",8.659,8.595,8.673,8.566,"125,66M","0,70%"
"29/08/2016",8.616,8.611,8.660,8.573,"98,61M,"-"0,50%"
"30/08/2016",8.685,8.629,8.731,8.629,"155,90M","0,80%"
"31/08/2016",8.716,8.677,8.780,8.671,"297,36M","0,36%"
"01/09/2016",8.762,8.746,8.884,8.730,"300,78M","0,53%"
"02/09/2016",8.908,8.789,8.912,8.743,"227,60M","1,67%"
"05/09/2016",8.953,8.928,8.979,8.913,"153,72M","0,50%"
"06/09/2016",8.899,8.991,8.996,8.893,"187,94M","-0,60%"
"07/09/2016",9.015,8.931,9.021,8.908,"206,12M","1,30%"
"08/09/2016",9.101,9.028,9.115,8.974,"251,73M","0,95%"
"09/09/2016",9.025,9.065,9.135,9.004,"232,05M","-0,83%"
"12/09/2016",8.866,8.877,8.880,8.790,"243,74M","-1,76%"
"13/09/2016",8.724,8.907,8.924,8.724,"216,03M","-1,61%"
"14/09/2016",8.702,8.769,8.779,8.684,"232,22M","-0,25%"
"15/09/2016",8.720,8.697,8.742,8.665,"214,62M","0,21%"
"16/09/2016",8.633,8.700,8.725,8.603,"406,19M","-1,00%"
"19/09/2016",8.715,8.723,8.736,8.689,"185,97M","0,95%"
"20/09/2016",8.686,8.695,8.735,8.649,"167,67M","-0,34%"
"21/09/2016",8.758,8.817,8.837,8.748,"247,44M","0,83%"
"22/09/2016",8.934,8.819,8.966,8.815,"279,39M","2,01%"
"23/09/2016",8.823,8.885,8.893,8.785,"315,88M","-1,25%"
"26/09/2016",8.711,8.765,8.765,8.630,"261,95M","-1,27%"
"27/09/2016",8.688,8.776,8.781,8.634,"268,22M","-0,27%"
"28/09/2016",8.740,8.744,8.806,8.715,"196,36M","0,60%"
"29/09/2016",8.796,8.834,8.864,8.778,"226,72M","0,64%"
"30/09/2016",8.779,8.649,8.805,8.543,"452,00M","-0,19%"
"03/10/2016",8.751,8.759,8.788,8.707,"157,19M","-0,32%"
"04/10/2016",8.769,8.769,8.810,8.741,"212,65M","0,20%"
"05/10/2016",8.778,8.691,8.788,8.669,"243,78M","0,11%"
"06/10/2016",8.757,8.820,8.846,8.742,"273,33M","-0,24%"
"07/10/2016",8.624,8.759,8.762,8.596,"284,89M","-1,52%"
"10/10/2016",8.701,8.631,8.713,8.566,"200,51M","0,90%"
"11/10/2016",8.693,8.690,8.752,8.657,"210,90M","-0,10%"
"12/10/2016",8.686,8.714,8.760,8.677,"165,22M","-0,08%"
"13/10/2016",8.608,8.634,8.634,8.551,"289,16M","-0,90%"
"14/10/2016",8.767,8.640,8.800,8.635,"244,61M","1,85%"
"17/10/2016",8.740,8.721,8.784,8.714,"215,14M","-0,31%"
"18/10/2016",8.865,8.786,8.879,8.769,"253,50M","1,43%"
"19/10/2016",8.950,8.890,8.956,8.842,"261,21M","0,96%"
"20/10/2016",9.061,8.975,9.077,8.961,"297,55M","1,24%"
"21/10/2016",9.100,9.063,9.100,9.035,"260,46M","0,43%"
"24/10/2016",9.216,9.156,9.255,9.145,"335,32M","1,27%"
"25/10/2016",9.139,9.207,9.236,9.116,"286,93M","-0,83%"
"26/10/2016",9.173,9.151,9.183,9.111,"271,80M","0,37%"
"27/10/2016",9.197,9.163,9.200,9.102,"310,94M","0,26%"
"28/10/2016",9.201,9.150,9.206,9.086,"341,23M","0,04%"
"31/10/2016",9.143,9.144,9.171,9.109,"271,72M","-0,63%"
"01/11/2016",9.040,9.206,9.214,9.032,"224,86M","-1,12%"
"02/11/2016",8.873,8.972,8.973,8.864,"271,69M","-1,85%"
"03/11/2016",8.879,8.858,8.929,8.835,"248,75M","0,07%"
"04/11/2016",8.791,8.862,8.866,8.755,"230,51M","-0,99%"
"07/11/2016",8.918,8.949,8.960,8.890,"211,37M","1,45%"
"08/11/2016",8.937,8.936,8.952,8.859,"253,82M","0,20%"
"09/11/2016",8.901,8.595,8.901,8.570,"582,35M","-0,40%"
"10/11/2016",8.756,8.983,9.053,8.708,"559,62M","-1,63%"
"11/11/2016",8.639,8.819,8.840,8.614,"358,28M","-1,34%"
"14/11/2016",8.658,8.733,8.765,8.602,"331,69M","0,22%"
"15/11/2016",8.687,8.665,8.707,8.620,"283,00M","0,33%"
"16/11/2016",8.638,8.712,8.753,8.563,"287,03M","-0,56%"
"17/11/2016",8.718,8.622,8.718,8.611,"274,43M","0,92%"
"18/11/2016",8.622,8.754,8.756,8.581,"293,09M","-1,09%"
"21/11/2016",8.614,8.659,8.660,8.558,"199,68M","-0,10%"
"22/11/2016",8.651,8.672,8.684,8.640,"285,02M","0,43%"
"23/11/2016",8.627,8.666,8.673,8.604,"273,14M","-0,28%"
"24/11/2016",8.657,8.657,8.672,8.614,"166,34M","0,34%"
"25/11/2016",8.674,8.671,8.674,8.623,"170,46M","0,20%"
"28/11/2016",8.619,8.651,8.698,8.586,"270,08M","-0,64%"
"29/11/2016",8.667,8.614,8.697,8.591,"215,90M","0,55%"
"30/11/2016",8.688,8.662,8.714,8.638,"350,82M","0,24%"
"01/12/2016",8.669,8.671,8.711,8.632,"365,92M","-0,22%"
"02/12/2016",8.607,8.610,8.635,8.576,"249,93M","-0,72%"
"05/12/2016",8.664,8.533,8.750,8.512,"288,00M","0,67%"
"06/12/2016",8.893,8.692,8.906,8.670,"316,38M","2,64%"
"07/12/2016",8.960,8.951,8.974,8.912,"361,00M","0,75%"
"08/12/2016",9.145,9.002,9.179,8.992,"468,93M","2,06%"
"09/12/2016",9.169,9.121,9.179,9.093,"330,16M","0,26%"
"12/12/2016",9.186,9.171,9.208,9.148,"258,10M","0,18%"
"13/12/2016",9.331,9.160,9.341,9.132,"362,54M","1,58%"
"14/12/2016",9.218,9.306,9.319,9.207,"297,10M","-1,21%"
"15/12/2016",9.340,9.225,9.354,9.220,"363,02M","1,33%"
"16/12/2016",9.412,9.310,9.452,9.299,"577,32M","0,77%"
"19/12/2016",9.336,9.376,9.387,9.336,"266,99M","-0,81%"
"20/12/2016",9.407,9.329,9.421,9.322,"261,18M","0,76%"
"21/12/2016",9.371,9.384,9.420,9.300,"336,07M","-0,38%"
"22/12/2016",9.333,9.341,9.374,9.297,"181,12M","-0,41%"
"23/12/2016",9.367,9.347,9.377,9.339,"156,03M","0,37%"
"27/12/2016",9.376,9.354,9.390,9.346,"109,30M","0,10%"
"28/12/2016",9.344,9.357,9.369,9.317,"151,82M","-0,34%"
"29/12/2016",9.327,9.283,9.333,9.269,"130,74M","-0,19%"
"30/12/2016",9.352,9.310,9.352,9.293,"166,81M","0,27%"
